Sukunimi;Lkm 2023; Lkm 2021;Yleisyysluokka
Marttunen;152;157;2
Masalin;472;486;2
Masanen;29;29;1
Masar;40;41;1
Masih;0;22;0
Masko;24;27;1
Maskonen;56;58;1
Maskulin;68;68;1
Maskuniitty;21;20;1
Mason;34;32;1
Masonen;25;24;1
Massa;66;66;1
Massala;23;22;1
Massinen;222;222;2
Mast;74;76;1
Masti;22;24;1
Mastokangas;141;140;2
Mastola;47;48;1
Mastomäki;131;135;2
Mastosalo;110;111;2
Matala;125;125;2
Matala-aho;22;23;1
Matalalampi;35;37;1
Matalamäki;170;169;2
Matara;41;42;1
Matara-aho;40;39;1
Matarainen;23;24;1
Matarmaa;24;23;1
Matela;100;96;2
Matero;609;612;2
Mathews;22;0;1
Mathisen;22;22;1
Mathlein;21;20;1
Mathlin;167;166;2
Matihaldi;39;38;1
Matikainen;2953;3008;3
Matikka;485;487;2
Matikkala;83;84;1
Matila;244;245;2
Matilainen;3003;3061;3
Matinaho;104;104;2
Matinaro;0;20;0
Matinen;65;68;1
Matinheikki;34;37;1
Matinlassi;200;203;2
Matinlauri;125;124;2
Matinlompolo;103;104;2
Matinmikko;61;66;1
Matinniemi;50;49;1
Matinolli;66;69;1
Matinpalo;20;20;1
Matintalo;120;115;2
Matintupa;83;81;1
Matiskainen;75;78;1
Matjussi;37;34;1
Matkala;62;63;1
Matkaniemi;20;20;1
Matkaselkä;122;124;2
Matkoski;25;26;1
Matokangas;26;25;1
Matomaa;21;21;1
Matomäki;108;112;2
Matoniemi;61;64;1
Matsi;111;113;2
Matsinen;48;49;1
Matson;25;22;1
Mattanen;190;190;2
Mattans;21;22;1
Mattas;64;67;1
Mattbäck;69;70;1
Mattelmäki;61;61;1
Mattero;69;68;1
Mattfolk;94;96;1
Mattheiszen;35;34;1
Matthews;35;35;1
Mattila;11664;11797;4
Mattinen;557;565;2
Mattjus;68;66;1
Mattlar;70;71;1
Mattlin;35;34;1
Mattola;120;125;2
Mattson;59;59;1
Mattsson;2691;2711;3
Matturi;36;39;1
Mattus;81;82;1
Matula;86;84;1
Matveinen;127;123;2
Matvejeff;26;25;1
Maukkonen;53;52;1
Maukku;31;32;1
Maukonen;506;509;2
Maula;236;239;2
Mauno;330;333;2
Maunola;52;54;1
Maunonen;37;35;1
Maunu;498;504;2
Maunuaho;28;30;1
Maunuksela;263;263;2
Maunula;771;772;2
Maunumaa;38;40;1
Maunumäki;106;106;2
Maununen;45;48;1
Maununiemi;54;53;1
Maunus;49;49;1
Maunuvaara;26;28;1
Mauranen;61;60;1
Mauravaara;34;35;1
Maurer;26;26;1
Mauriala;55;57;1
Mauro;45;45;1
Maurola;26;26;1
Maury;37;37;1
Maxhuni;40;35;1
Maximov;21;20;1
May;43;42;1
Mayer;82;79;1
McDonald;20;0;1
McLean;33;32;1
Mechelin;22;24;1
Meckelborg;24;24;1
Mecklin;192;193;2
Meder;25;23;1
Medvedeva;21;0;1
Mehiläinen;35;29;1
Mehmeti;75;68;1
Mehto;317;311;2
Mehtola;41;44;1
Mehtomaa;92;93;1
Mehtonen;740;746;2
Mehtovuori;26;25;1
Mehtälä;912;904;2
Mehtäläinen;72;73;1
Mehtänen;27;29;1
Mehtätalo;58;62;1
Meier;79;72;1
Meijanen;24;24;1
Meijer;47;45;1
Meinander;126;130;2
Meinilä;22;22;1
Meisaari;32;33;1
Meisalmi;29;29;1
Meiseri;54;51;1
Meklin;129;128;2
Mela;151;156;2
Melakari;28;28;1
Melamies;99;101;1
Melander;274;273;2
Melanen;193;194;2
Melantie;29;26;1
Melart;26;25;1
Mélart;27;27;1
Melarti;20;21;1
Melartin;84;87;1
Melasalmi;27;26;1
Melasniemi;71;71;1
Melén;82;85;1
Melender;95;96;1
Melentjeff;32;32;1
Melgin;60;61;1
Melin;212;207;2
Meling;77;74;1
Melkas;62;64;1
Melkinen;33;31;1
Melkko;180;180;2
Mella;92;88;1
Mella-Aho;62;61;1
Mellais;20;0;1
Mellajärvi;45;45;1
Mellander;21;20;1
Mellanen;181;189;2
Mellas;23;22;1
Mellberg;59;59;1
Mellenius;25;25;1
Meller;95;101;1
Melleri;37;38;1
Mellin;339;344;2
Melnikov;0;21;0
Melnikova;28;30;1
Melonen;25;26;1
Meloni;24;23;1
Meltaus;39;39;1
Melto;164;166;2
Meltola;24;24;1
Meltti;21;20;1
Memonen;74;76;1
Mendolin;64;64;1
Menna;182;185;2
Mennala;38;37;1
Mennander;62;62;1
Mensah;38;32;1
Mensakov;27;28;1
Mensalo;31;31;1
Mensio;34;35;1
Mensola;24;24;1
Mensonen;214;219;2
Mentilä;28;30;1
Mentu;87;88;1
Mentula;261;268;2
Mentunen;39;39;1
Merelä;35;36;1
Merenheimo;106;104;2
Merenkivi;22;22;1
Merenlahti;44;45;1
Merenluoto;28;28;1
Merenmies;39;38;1
Merentie;34;33;1
Meretniemi;23;24;1
Meri;248;248;2
Meriaho;20;20;1
Merihaara;25;26;1
Meriheinä;31;31;1
Merikallio;200;200;2
Merikanto;263;261;2
Merikari;60;60;1
Merikivi;84;86;1
Merikko;27;26;1
Merikoski;152;150;2
Merikukka;134;124;2
Merilahti;108;107;2
Merilaita;24;23;1
Merilampi;0;20;0
Merilehto;60;58;1
Meriluoto;379;373;2
Merilä;272;275;2
Meriläinen;3039;3062;3
Merimaa;203;213;2
Merimäki;30;30;1
Merinen;327;335;2
Meriniemi;21;22;1
Meripaasi;29;32;1
Meriranta;33;33;1
Meriruoho;24;24;1
Meriruoko;50;50;1
Merisaari;150;150;2
Merisalo;303;300;2
Meritähti;66;66;1
Merivaara;42;40;1
Merivalo;22;22;1
Merivirta;362;362;2
Merivuori;54;55;1
Meriä;23;22;1
Meriö;138;136;2
Merjovaara;31;31;1
Merjovirta;22;22;1
Merkkiniemi;231;230;2
Merkku;21;23;1
Mero;367;374;2
Meronen;492;504;2
Merontausta;27;25;1
Merranmaa;56;49;1
Merta;263;264;2
Mertala;397;394;2
Mertamo;21;21;1
Mertanen;789;792;2
Mertaniemi;302;296;2
Mertoniemi;20;0;1
Mertsalmi;82;83;1
Mertsola;31;30;1
Merviö;34;37;1
Mesikämmen;31;29;1
Mesilaakso;44;44;1
Mesimäki;98;96;1
Mesiniemi;45;48;1
Mesiranta;44;45;1
Mesiä;24;23;1
Mesiäinen;82;84;1
Mesiäislehto;30;26;1
Meskanen;442;446;2
Meski;53;51;1
Meskus;170;165;2
Messala;25;28;1
Messman;21;21;1
Messo;78;79;1
Mestari;47;47;1
Mesterton;38;40;1
Metelinen;58;61;1
Mether;91;88;1
Metiäinen;66;66;1
Metsberg;21;21;1
Metsi;93;92;1
Metsikkö;40;41;1
Metso;1029;1046;3
Metsoila;46;43;1
Metsokumpu;41;42;1
Metsola;670;680;2
Metsomäki;89;86;1
Metsovuori;43;40;1
Metsä;184;174;2
Metsäaho;34;34;1
Metsä-Heikkilä;30;28;1
Metsähonkala;48;49;1
Metsäjoki;32;32;1
Metsäkangas;40;39;1
Metsä-Ketelä;66;61;1
Metsäketo;27;27;1
Metsäkoivu;35;37;1
Metsäkylä;49;49;1
Metsälampi;49;47;1
Metsälehto;32;31;1
Metsälä;922;926;2
Metsämaa;43;41;1
Metsämuuronen;89;90;1
Metsämäki;198;201;2
Metsänen;206;203;2
Metsänheimo;46;44;1
Metsäniemi;25;25;1
Metsänkylä;46;47;1
Metsänoja;54;54;1
Metsänperä;37;39;1
Metsänranta;59;58;1
Metsänvirta;21;21;1
Metsäpelto;141;144;2
Metsäpuro;46;45;1
Metsäranta;525;535;2
Metsärinne;62;60;1
Metsärinta;49;52;1
Metsäsalo;20;20;1
Metsä-Simola;22;21;1
Metsätalo;26;27;1
Metsätie;31;26;1
Metsä-Tokila;31;30;1
Metsätähti;63;62;1
Metsävainio;161;163;2
Metsävirta;22;22;1
Metsävuori;57;57;1
Mettala;49;49;1
Mettinen;101;107;2
Mettiäinen;92;97;1
Mettomäki;55;54;1
Mettovaara;443;439;2
Mettälä;558;559;2
Mettänen;126;130;2
Meurman;71;70;1
Meuronen;320;323;2
Meyer;190;181;2
Michael;54;51;1
Michel;38;38;1
Michelsen;21;0;1
Michelson;27;26;1
Michelsson;317;324;2
Mickels;36;37;1
Mickelsson;349;347;2
Micklin;83;83;1
Mickos;99;100;1
Mickwitz;20;0;1
Mieho;33;35;1
Miekka;88;88;1
Miekkala;27;28;1
Miekkavaara;39;40;1
Mielikäinen;224;225;2
Mielityinen;93;93;1
Mielo;23;21;1
Mielonen;1207;1219;3
Mielty;69;70;1
Miemois;20;21;1
Mieskolainen;89;89;1
Mieskonen;123;127;2
Miesperä;21;21;1
Mietala;60;61;1
Miettilä;32;32;1
Miettinen;9629;9785;3
Miettola;25;25;1
Miettunen;867;875;2
Miftari;91;90;1
Mihailov;51;50;1
Miihkinen;25;25;1
Miikki;182;186;2
Miikkola;26;26;1
Miikkulainen;425;428;2
Miilukangas;29;32;1
Miilumäki;164;164;2
Miiluniemi;32;30;1
Miilunpalo;26;26;1
Miilunpohja;35;35;1
Miina;27;28;1
Miinala;83;84;1
Miinalainen;452;457;2
Miinin;81;80;1
Miininen;24;24;1
Miiros;34;33;1
Mikama;21;20;1
Mikander;267;268;2
Mikhailova;25;20;1
Mikkanen;211;216;2
Mikkeli;29;28;1
Mikkelsson;49;51;1
Mikkelä;135;134;2
Mikkilä;648;650;2
Mikkola;6630;6653;3
Mikkolainen;123;123;2
Mikkolanaho;23;23;1
Mikkonen;6822;6894;3
Mikluha;20;0;1
Mikola;619;615;2
Mikonaho;21;20;1
Mikonmäki;24;24;1
Mikonranta;27;27;1
Mikonsaari;86;83;1
Milan;34;37;1
Milanovic;22;22;1
Mild;100;106;2
Mildh;52;55;1
Milén;24;0;1
Miles;22;21;1
Millar;20;0;1
Millaskangas;26;26;1
Millasnoore;23;23;1
Miller;207;205;2
Millner;26;25;1
Mills;49;43;1
Milonoff;20;20;1
Minerva;30;29;1
Minetti;31;31;1
Minkkilä;42;42;1
Minkkinen;1713;1718;3
Minni;43;43;1
Miranda;22;20;1
Mire;52;52;1
Miromäki;22;21;1
Mirtti;25;26;1
Misikangas;58;64;1
Miskala;94;97;1
Missonen;45;46;1
Misukka;50;50;1
Mitchell;81;78;1
Mitikka;104;107;2
Mitjonen;43;44;1
Mitro;33;34;1
Mitronen;84;86;1
Mitrunen;185;184;2
Mittilä;27;26;1
Mitts;128;131;2
Mitzner;20;21;1
Moalim;56;55;1
Moalin;46;46;1
Moberg;402;413;2
Mod;48;50;1
Modeen;20;20;1
Modig;127;126;2
Mohamad;46;31;1
Mohamed;1625;1517;3
Mohamed Abdi;21;0;1
Mohamed Ali;21;0;1
Mohamed Hassan;26;21;1
Mohamed Hussein;25;22;1
Mohammad;117;109;2
Mohammadi;213;196;2
Mohammed;243;204;2
Mohamoud;52;50;1
Mohamud;443;403;2
Mohell;71;70;1
Mohr;21;0;1
Mohseni;31;27;1
Mohsin;21;0;1
Moijanen;57;58;1
Moilala;21;22;1
Moilanen;8146;8229;3
Moisa;21;21;1
Moisala;266;271;2
Moisander;325;321;2
Moisanen;376;387;2
Moisio;2520;2555;3
Moisiomäki;38;45;1
Mokhtari;22;21;1
Mokka;25;25;1
Mokki;41;41;1
Mokkila;70;69;1
Mokko;139;141;2
Moksén;41;41;1
Moksi;29;29;1
Moksunen;56;58;1
Molander;346;341;2
Molari;44;43;1
Molarius;53;55;1
Moliis;144;145;2
Molin;162;166;2
Molina;25;25;1
Molkka;0;20;0
Molkkari;46;45;1
Molkoselkä;44;43;1
Moll;47;47;1
Mollberg;62;62;1
Moller;24;24;1
Mollgren;74;71;1
Molnár;24;24;1
Mommo;79;80;1
Mondolin;24;22;1
Mondonen;22;22;1
Monni;95;98;1
Monola;98;102;1
Mononen;2442;2473;3
Montell;43;43;1
Montén;36;34;1
Monthan;102;104;2
Monthén;27;27;1
Montin;93;96;1
Monto;351;355;2
Montola;20;21;1
Montonen;1459;1452;3
Montti;39;40;1
Moore;126;115;2
Moradi;122;111;2
Morales;28;26;1
Moran;32;32;1
Morander;29;29;1
Morelius;57;56;1
Morelli;29;30;1
Morén;27;26;1
Moreno;34;30;1
Morgan;59;58;1
Morgenstern;22;21;1
Morina;42;44;1
Moring;120;118;2
Moritz;20;20;1
Morko;111;110;2
Morottaja;72;72;1
Morozov;43;39;1
Morozova;35;36;1
Morri;66;69;1
Morris;65;64;1
Mortensen;29;30;1
Moser;38;37;1
Moskajärvi;32;28;1
Moskari;68;64;1
Moskuvaara;58;56;1
Mosorin;40;40;1
Moss;30;28;1
Motin;26;27;1
Mottisenkangas;30;30;1
Motturi;44;46;1
Mouhu;137;138;2
Moukola;24;24;1
Mountassir;23;22;1
Mourujärvi;542;544;2
Moussa;22;0;1
Moussaoui;22;21;1
Mughal;35;34;1
Muhamad;21;0;1
Muhamed;41;38;1
Muhammad;78;76;1
Muhammed;58;52;1
Muhli;211;213;2
Muhojoki;53;52;1
Muhola;139;131;2
Muhonen;2251;2291;3
Muhos;31;32;1
Muhumed;46;43;1
Muhumud;27;26;1
Muikku;728;738;2
Muikkula;69;68;1
Muilu;274;276;2
Muinonen;243;244;2
Muittari;157;150;2
Muje;101;103;2
Mujkic;22;0;1
Mujunen;453;460;2
Mukala;71;75;1
Mukari;68;71;1
Mukka;94;94;1
Mukkala;278;282;2
Mukkila;30;31;1
Mukku;22;24;1
Mukkula;43;44;1
Mukunen;23;22;1
Mula;23;22;1
Mulari;611;618;2
Muli;172;163;2
Muller;20;20;1
Mulli;24;28;1
Mullo;55;57;1
Mullola;26;26;1
Mulo;33;35;1
Multaharju;28;28;1
Multala;135;140;2
Multamäki;135;137;2
Multanen;679;684;2
Multaniemi;29;29;1
Multas;43;40;1
Multasniemi;39;40;1
Multasuo;45;47;1
Multimäki;29;29;1
Multisilta;131;131;2
Mumin;26;26;1
Munck;164;161;2
Munde;25;25;1
Munir;21;0;1
Munkki;126;129;2
Munne;217;225;2
Munnukka;154;154;2
Munsterhjelm;63;62;1
Munter;186;183;2
Munther;22;22;1
Muntila;29;29;1
Muntola;30;31;1
Munukka;202;210;2
Muola;20;0;1
Muona;276;275;2
Muoniovaara;27;27;1
Muotio;131;134;2
Muotka;282;275;2
Muotkavaara;29;27;1
Muraja;95;90;1
Muranen;385;392;2
Murati;29;28;1
Murdoch;23;23;1
Mure;34;33;1
Murisoja;26;27;1
Muroke;35;34;1
Murola;30;32;1
Murole;33;34;1
Muroma;22;21;1
Murphy;69;65;1
Murray;46;46;1
Murremäki;23;23;1
Murro;65;67;1
Murros;32;32;1
Mursu;399;406;2
Mursula;94;97;1
Mursunen;46;47;1
Murto;1244;1228;3
Murtojärvi;58;56;1
Murtokangas;25;25;1
Murtokanta;21;20;1
Murto-Koivisto;28;28;1
Murtola;250;251;2
Murtolahti;55;56;1
Murtomaa;68;71;1
Murtomäki;553;572;2
Murtonen;496;506;2
Murtoniemi;225;233;2
Murtoo;23;24;1
Murtoperä;90;88;1
Murtosaari;31;33;1
Murto-Unkila;20;20;1
Murtovaara;130;135;2
Musa;61;59;1
Musakka;269;264;2
Muse;75;67;1
Music;22;0;1
Musikka;93;96;1
Musku;27;27;1
Mussaari;35;36;1
Mussalo;167;169;2
Musse;111;109;2
Musta;67;67;1
Mustafa;165;146;2
Mustajoki;140;138;2
Mustajärvi;666;655;2
Mustakallio;291;289;2
Mustakangas;255;265;2
Mustakari;23;23;1
Mustakorpi;33;33;1
Mustakoski;91;90;1
Mustala;45;45;1
Mustalahti;444;445;2
Mustalammi;87;85;1
Mustalampi;78;79;1
Mustamaa;32;31;1
Mustamo;66;67;1
Mustamäki;129;128;2
Mustaniemi;351;356;2
Mustanoja;153;156;2
Mustaparta;95;96;1
Mustapuro;33;34;1
Mustapää;127;132;2
Mustasaari;71;75;1
Mustasilta;105;103;2
Mustelin;37;36;1
Mustiala;45;48;1
Mustikainen;31;30;1
Mustikka;61;63;1
Mustikkakangas;24;27;1
Mustikkamaa;125;127;2
Mustikkamäki;52;52;1
Mustikkaniemi;39;36;1
Mustila;79;80;1
Musto;54;57;1
Mustola;249;250;2
Mustonen;8450;8562;3
Musturi;26;25;1
Mutala;21;23;1
Mutanen;1276;1279;3
Muteli;21;21;1
Mutenia;35;36;1
Mutikainen;586;598;2
Mutila;52;51;1
Mutka;402;408;2
Mutkala;88;90;1
Mutku;32;32;1
Mutlu;28;26;1
Mutru;46;47;1
Mutta;105;111;2
Muttilainen;204;216;2
Muttonen;205;208;2
Muukka;259;280;2
Muukkonen;717;733;2
Muunoja;27;27;1
Muurainen;59;57;1
Muuraiskangas;54;53;1
Muurama;26;26;1
Muuri;274;272;2
Muuriaisniemi;88;90;1
Muurikainen;118;114;2
Muurikka;37;41;1
Muurila;22;24;1
Muurimäki;274;272;2
Muurinaho;21;21;1
Muurinen;651;648;2
Muurman;98;100;1
Muuronen;231;225;2
Muuruvirta;21;22;1
Muuse;51;48;1
Muuttoranta;31;31;1
Muuvila;33;33;1
Myers;23;23;1
Myhkyrä;31;25;1
Myhrberg;57;58;1
Mykkälä;71;71;1
Mykkänen;1409;1444;3
Mykrä;261;263;2
Myller;828;833;2
Müller;302;300;2
Mylly;272;273;2
Myllyaho;349;351;2
Myllyharju;120;123;2
Myllykallio;25;27;1
Myllykangas;778;796;2
Myllykorpi;34;35;1
Myllykoski;1023;1007;3
Myllykylä;52;54;1
Myllylahti;268;258;2
Myllyluoma;64;66;1
Myllylä;1579;1594;3
Myllymaa;462;468;2
Myllymäki;3496;3531;3
Myllynen;1130;1136;3
Myllyneva;202;191;2
Myllyniemi;861;870;2
Myllynpää;25;27;1
Myllyntaus;51;49;1
Myllyntausta;38;38;1
Myllyoja;371;374;2
Myllyperkiö;67;71;1
Myllyrinne;44;46;1
Myllys;599;602;2
Myllysaari;0;20;0
Myllyselkä;39;40;1
Myllysilta;44;42;1
Myllyviita;73;74;1
Myllyvirta;67;66;1
Mylläri;533;541;2
Myllärinen;335;333;2
Myllärniemi;46;46;1
Myllö;31;31;1
Myntti;259;264;2
Mynttinen;627;626;2
Myrberg;81;83;1
Myrén;28;27;1
Myrevik;28;28;1
Myrskog;93;94;1
Myrsky;91;86;1
Myrskykari;37;32;1
Myrskylä;38;40;1
Myrskyranta;40;40;1
Myrttinen;68;69;1
Myssylä;20;20;1
Mytkäniemi;21;20;1
Mytty;62;63;1
Myyrinmaa;25;25;1
Myyry;304;308;2
Myyryläinen;813;822;2
Myyrä;295;299;2
Myöhänen;740;754;2
Myötyri;30;31;1
Månsson;37;38;1
Mård;525;516;2
Mårtens;45;44;1
Mårtenson;52;50;1
Mårtensson;107;110;2
Mäcklin;96;99;1
Mäenalanen;60;59;1
Mäenharju;21;20;1
Mäenluoma;32;32;1
Mäenmaa;24;25;1
Mäennenä;38;41;1
Mäenpänen;21;23;1
Mäenpää;5630;5641;3
Mäenranta;89;93;1
Mäenrinta;35;36;1
Mäensalo;32;31;1
Mäensivu;438;448;2
Mäentaka;63;67;1
Mäentakanen;25;25;1
Mäentalo;23;22;1
Mäentaus;21;22;1
Mäentausta;80;79;1
Mägi;20;0;1
Mähkä;22;22;1
Mähönen;1348;1380;3
Mäihäniemi;87;88;1
Mäisti;32;32;1
Mäittälä;37;38;1
Mäkelin;60;61;1
Mäkelä;18565;18809;4
Mäkeläinen;1262;1278;3
Mäkelälammi;27;27;1
Mäki;6057;6142;3
Mäkiaho;220;221;2
Mäki-Arvela;40;40;1
Mäki-Asiala;46;46;1
Mäki-Fossi;25;26;1
Mäki-Fränti;31;31;1
Mäki-Haapoja;39;38;1
Mäki-Hakola;32;33;1
Mäkihalvari;33;33;1
Mäkihannu;29;30;1
Mäkiharju;82;78;1
Mäki-Heikkilä;35;38;1
Mäki-Hokkonen;27;26;1
Mäkihonko;34;38;1
Mäki-Ikola;23;23;1
Mäki-Jaakkola;41;41;1
Mäki-Jokela;44;44;1
Mäki-Jouppila;46;44;1
Mäki-Jussila;39;40;1
Mäkijärvi;67;66;1
Mäki-Kahma;27;27;1
Mäki-Kahra;27;30;1
Mäki-Kala;35;36;1
Mäkikalli;26;25;1
Mäkikallio;34;36;1
Mäki-Kamppi;22;23;1
Mäkikangas;151;150;2
Mäki-Karvia;20;0;1
Mäkikauppila;35;34;1
Mäki-Kauppila;29;28;1
Mäki-Kerttula;38;38;1
Mäki-Kihniä;35;37;1
Mäki-Kivistö;32;33;1
Mäki-Kojola;43;44;1
Mäki-Kokkila;31;31;1
Mäkikokko;35;36;1
Mäki-Korpela;40;42;1
Mäki-Korte;29;31;1
Mäki-Korvela;35;33;1
Mäki-Kuhna;0;20;0
Mäki-Kulmala;20;21;1
Mäkikunnas;0;20;0
Mäki-Kuutti;46;45;1
Mäkikyrö;187;186;2
Mäkilaakso;28;27;1
Mäkilaine;30;30;1
Mäki-Latvala;43;44;1
Mäki-Laurila;75;77;1
Mäkilehto;27;27;1
Mäki-Leppilampi;77;73;1
Mäki-Lohiluoma;46;45;1
Mäkiluoma;36;37;1
Mäkilä;1578;1602;3
Mäkimaa;107;108;2
Mäki-Mantila;96;91;1
Mäkimartti;132;138;2
Mäkimarttunen;42;41;1
Mäkimattila;137;137;2
Mäki-Maunus;54;57;1
Mäkimurto;29;29;1
Mäkinen;19511;19874;4
Mäki-Nevala;0;21;0
Mäkiniemi;284;289;2
Mäki-Ontto;20;22;1
Mäki-Opas;51;51;1
Mäkipaakkanen;47;45;1
Mäkipaaso;55;56;1
Mäki-Paavola;48;47;1
Mäki-Panula;30;30;1
Mäki-Patola;26;26;1
Mäkipelkola;31;32;1
Mäkipelto;151;154;2
Mäki-Penttilä;66;65;1
Mäkipere;37;36;1
Mäkipernaa;37;36;1
Mäki-Petäjä;91;90;1
Mäki-Petäys;39;39;1
Mäkipeura;0;20;0
Mäki-Pollari;35;35;1
Mäkipuro;20;0;1
Mäkipää;1036;1046;3
Mäkipörhölä;56;57;1
Mäki-Rahkola;25;25;1
Mäki-Rajala;36;38;1
Mäkiranta;521;525;2
Mäki-Rautila;24;24;1
Mäki-Reini;21;21;1
Mäki-Reinikka;29;30;1
Mäkirinne;83;87;1
Mäkirinta;132;134;2
Mäkirintala;23;24;1
Mäki-Runsas;29;30;1
Mäki-Saari;47;49;1
Mäkisalo;296;303;2
Mäkiselkä;30;30;1
Mäki-Soini;36;34;1
Mäkitaipale;22;22;1
Mäkitalo;1770;1789;3
Mäki-Tanila;39;38;1
Mäkitaro;20;20;1
Mäkitasku;27;28;1
Mäki-Teppo;21;23;1
Mäkitervo;22;22;1
Mäkitie;33;34;1
Mäkitiura;0;20;0
Mäki-Torkko;36;35;1
Mäki-Tulokas;41;42;1
Mäki-Turja;96;99;1
Mäki-Tuuri;61;60;1
Mäkitöyli;21;21;1
Mäki-Ullakko;48;47;1
Mäki-Uuro;47;47;1
Mäkivaara;60;60;1
Mäki-Valkama;59;60;1
Mäki-Ventelä;26;27;1
Mäkivierikko;30;29;1
Mäkiviita;28;29;1
Mäkivirta;93;97;1
Mäkivuoti;42;42;1
Mäki-Välkkilä;34;35;1
Mäkiö;130;132;2
Mäkkeli;108;108;2
Mäkkylä;68;70;1
Mäklin;191;195;2
Mäkynen;861;878;2
Mäkäläinen;153;152;2
Mäkäräinen;478;474;2
Mälkiä;346;358;2
Mälkiäinen;28;28;1
Mälkki;200;204;2
Mälkönen;209;206;2
Mällinen;386;408;2
Mällönen;27;27;1
Mäläskä;192;196;2
Mämmelä;241;245;2
Mämmi;235;244;2
Mämmilä;0;21;0
Mämmioja;32;32;1
Mänd;21;21;1
Mänki;23;23;1
Mänkärlä;22;21;1
Männik;29;27;1
Männikkö;1366;1382;3
Männistö;2317;2327;3
Männynsalo;65;68;1
Mäntsälä;41;40;1
Mänttäri;604;626;2
Mänty;500;510;2
Mäntyharju;156;153;2
Mäntyjärvi;90;89;1
Mäntykangas;112;114;2
Mäntykenttä;126;127;2
Mäntykivi;89;89;1
Mäntykorpi;35;35;1
Mäntykoski;206;205;2
Mäntylä;2708;2746;3
Mäntymaa;221;224;2
Mäntymäki;332;335;2
Mäntynen;1438;1468;3
Mäntynenä;47;51;1
Mäntyniemi;562;575;2
Mäntypuro;32;32;1
Mäntyranta;134;130;2
Mäntysaari;323;327;2
Mäntysalmi;32;30;1
Mäntysalo;208;216;2
Mäntytörmä;24;24;1
Mäntyvaara;210;211;2
Mäntyvuo;25;21;1
Märijärvi;70;75;1
Märkjärvi;36;40;1
Märkälä;65;66;1
Märsy;86;84;1
Märsylä;126;129;2
Märsynaho;57;58;1
Mässeli;112;114;2
Mätikkömäki;20;22;1
Mätinki;36;36;1
Mättö;333;337;2
Mättölä;31;33;1
Mätäsaho;172;170;2
Mätäsjärvi;20;20;1
Mätäsniemi;38;37;1
Mäyry;54;53;1
Mäyrä;408;416;2
Mäyrälä;20;0;1
Mäyränen;52;55;1
Mäyränpää;43;43;1
Määränen;74;73;1
Määttä;6285;6311;3
Määttälä;293;296;2
Määttänen;1597;1636;3
Mökkälä;29;29;1
Mökkönen;120;120;2
Möksy;25;28;1
Mölder;20;0;1
Mölkänen;148;152;2
Möller;452;449;2
Mölläri;110;113;2
Mölsä;600;621;2
Möltsi;23;26;1
Mömmö;85;87;1
Mönkkönen;929;936;2
Mönkäre;108;112;2
Mönkö;20;0;1
Mönkölä;40;41;1
Mönttinen;236;245;2
Mörk;80;82;1
Mörn;100;98;2
Mörsky;523;525;2
Mörsäri;42;43;1
Mört;151;150;2
Mörttinen;21;20;1
Mörä;23;22;1
Mörö;105;101;2
Mörönen;70;73;1
Möttö;91;93;1
Möttölä;25;26;1
Möttönen;825;824;2
Möykky;45;45;1
Möykkymäki;35;34;1
Möykkynen;82;80;1
Naakka;365;364;2
Naalisvaara;41;41;1
Naamanka;120;115;2
Naapanki;39;38;1
Naapila;48;49;1
Naappi;28;26;1
Naapuri;83;85;1
Naarajärvi;28;30;1
Naarala;35;35;1
Naaralainen;64;67;1
Naaranoja;41;42;1
Naarminen;21;22;1
Naasko;75;75;1
Naatti;31;32;1
Naatula;62;64;1
Nabb;135;135;2
Nadbornik;25;23;1
Naderi;24;21;1
Nagy;59;60;1
Nahkala;196;206;2
Nahkiaisoja;85;84;1
Nahkuri;133;137;2
Naisniemi;52;51;1
Najafi;28;26;1
Nakari;309;309;2
Nakkila;37;39;1
Nakkinen;27;27;1
Nakkula;22;22;1
Nakolinna;21;21;1
Nalkki;23;23;1
Nalli;126;126;2
Namiq;22;21;1
Nampajärvi;58;57;1
Napari;88;85;1
Napola;42;37;1
Nappa;20;21;1
Nappar;0;20;0
Nappari;73;74;1
Nappu;0;20;0
Narikka;0;20;0
Narinen;191;195;2
Narkaus;44;43;1
Narkilahti;72;71;1
Narkiniemi;62;64;1
Narko;22;20;1
Narmala;33;33;1
Nars;58;59;1
Narsakka;41;43;1
Narva;65;67;1
Narvanto;23;23;1
Narvi;24;26;1
Naseri;25;0;1
Nasi;54;53;1
Nasir;20;0;1
Naskali;542;534;2
Naski;235;239;2
Nasri;23;0;1
Nasser;21;21;1
Nastolin;35;35;1
Natri;273;271;2
Nattila;23;22;1
Natunen;598;605;2
Nauha;269;264;2
Naukkarinen;1306;1332;3
Naula;47;47;1
Naulapää;88;90;1
Naumanen;895;904;2
Naumi;24;25;1
Nauska;94;99;1
Navarro;23;23;1
Nazari;75;69;1
Nazarov;28;27;1
Nazarova;22;21;1
Ndiaye;46;41;1
Nedergård;57;60;1
Nedermo;32;32;1
Nederström;28;29;1
Neejärvi;29;30;1
Neffling;51;50;1
Nehvonen;37;35;1
Neiglick;71;68;1
Neijonen;100;98;2
Neirola;23;21;1
Neitola;100;100;2
Neittaanmäki;33;34;1
Neittamo;46;47;1
Nekkonen;36;36;1
Nekkula;30;30;1
Nelimarkka;228;233;2
Nelin;44;43;1
