Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Sirli;11;10;1
Siro;39;47;1
Sirpa;22693;23078;4
Sirpa-Anneli;6;7;0
Sirpa-Helena;10;10;1
Sirpa-Leena;38;40;1
Sirpaliisa;6;6;0
Sirpa-Liisa;247;250;2
Sirpa-Maarit;6;6;0
Sirpa-Maija;5;5;0
Sirpa-Marja;0;5;0
Sirpa-Riitta;24;25;1
Sirpa-Sisko;8;8;0
Sirpi;5;5;0
Sirppa;26;29;1
Sirri;6;6;0
Siru;1345;1327;3
Sirwa;5;5;0
Sisay;5;5;0
Sisi;14;13;1
Sisilia;9;10;0
Siska;5;0;0
Sisko;21260;22084;4
Sisko-Anneli;6;6;0
Sisko-Helena;13;13;1
Sisko-Inkeri;6;6;0
Sisko-Kaarina;5;5;0
Sisko-Liisa;54;56;1
Sisko-Maija;5;5;0
Sisko-Maria;23;23;1
Sisko-Riitta;10;11;1
Sisko-Sinikka;7;7;0
Sisla;5;0;0
Sisse;0;5;0
Sissel;45;44;1
Sissela;7;7;0
Sissi;297;288;2
Sissy;9;9;0
Sisu;9;7;0
Sita;18;16;1
Sitra;11;8;1
Siu;7;7;0
Siukku;5;5;0
Siv;1168;1188;3
Sivan;7;7;0
Siv-Britt;25;26;1
Siveä;0;5;0
Sivi;165;159;2
Sivia;61;52;1
Sivina;6;7;0
Siviä;1180;1324;3
Siw;53;51;1
Siyuan;5;5;0
Sky;30;24;1
Skye;51;42;1
Skyla;7;0;0
Skylar;15;13;1
Smilla;36;36;1
Sneha;6;6;0
Snejana;6;5;0
Snezana;6;6;0
Snezhana;8;9;0
Snow;7;5;0
Snöfrid;46;47;1
Snövej;6;6;0
Sobia;6;5;0
Socorro;8;8;0
Soe;7;7;0
Sofi;1015;961;3
Sofia;63114;61052;4
Sofía;26;20;1
Sofiaana;6;6;0
Sofia-Emilia;8;7;0
Sofia-Maria;16;15;1
Sofianna;373;353;2
Sofianne;8;8;0
Sofie;2187;2048;3
Sofié;9;9;0
Sofiel;48;38;1
Sofiella;18;16;1
Sofii;12;10;1
Sofiia;107;99;2
Sofiina;69;66;1
Sofija;31;30;1
Sofi-Maria;6;6;0
Sofina;14;12;1
Sofiya;18;17;1
Sofja;24;21;1
Sofya;21;17;1
Soham;5;5;0
Sohana;5;5;0
Soheila;16;15;1
Sohvi;1160;1146;3
Sohvia;21;22;1
Soila;488;495;2
Soila-Maria;5;5;0
Soile;4699;4771;3
Soile-Maria;5;5;0
Soili;2835;2898;3
Soilikki;694;731;2
Soili-Marja;6;6;0
Soineli;9;9;0
Soini;22;27;1
Sointu;1621;1620;3
Soivi;8;7;0
Soja;56;62;1
Sol;32;30;1
Sola;16;13;1
Solana;6;6;0
Solange;32;30;1
Solbritt;58;58;1
Sol-Britt;74;75;1
Sole;92;92;1
Soledad;19;18;1
Soleil;17;13;1
Solena;7;6;0
Solfrid;9;7;0
Soli;12;12;1
Solin;26;24;1
Solina;49;46;1
Solita;5;5;0
Solja;245;246;2
Solmaz;6;5;0
Solomon;7;5;0
Solveig;1755;1827;3
Solvej;5;5;0
Solvig;5;5;0
Solweig;19;19;1
Soma;66;60;1
Somaia;5;0;0
Somaya;12;10;1
Somayeh;12;10;1
Somjai;7;6;0
Somjit;5;5;0
Son;5;0;0
Sona;23;21;1
Sonali;5;0;0
Sonata;8;8;0
Song;9;9;0
Songül;6;5;0
Sonia;375;357;2
Sonila;6;6;0
Sonja;8908;8926;3
Sonja-Maria;22;22;1
Sonja-Sofia;7;8;0
Sonya;116;109;2
Sophi;6;6;0
Sophia;927;882;2
Sophie;1020;967;3
Sora;12;10;1
Soraja;84;85;1
Soraya;93;85;1
Sorella;90;90;1
Sorja;79;78;1
Sorjo;5;6;0
Sosan;5;5;0
Souad;12;11;1
Soumaya;6;6;0
Soumia;8;7;0
Soumya;5;5;0
Sousan;6;6;0
Sowda;6;6;0
Sozan;6;6;0
Sri;10;9;1
Srijana;5;0;0
Stacey;10;10;1
Stacy;12;12;1
Stana;5;5;0
Stanislava;14;12;1
Stanislawa;5;0;0
Star;12;10;1
Stavroula;7;7;0
Stefani;27;24;1
Stefania;95;85;1
Stefanie;106;104;2
Stefansdotter;23;22;1
Steffi;13;12;1
Stella;3022;2741;3
Stella-Maria;12;11;1
Stensdotter;8;8;0
Stephanie;281;272;2
Stéphanie;10;10;1
Stigsdotter;11;11;1
Stiina;868;855;2
Stiina-Liisa;5;5;0
Stiina-Maria;6;6;0
Stina;1506;1507;3
Stina-Maria;18;19;1
Stine;5;5;0
Storm;5;5;0
Stoyanova;7;6;0
Su;30;30;1
Suaad;9;6;0
Suad;40;38;1
Suada;5;5;0
Subhi;10;8;1
Sucaad;5;5;0
Suchada;6;5;0
Sudarat;7;6;0
Sude;7;7;0
Sudha;5;0;0
Sue;59;58;1
Suela;9;8;0
Sufia;5;5;0
Suha;19;17;1
Suhaila;12;11;1
Suham;5;0;0
Suhayla;5;5;0
Suheila;7;6;0
Suhur;5;5;0
Suhuur;9;9;0
Sujata;5;5;0
Sukaina;6;7;0
Sukanya;11;9;1
Sukeina;5;0;0
Sukeyna;6;6;0
Sulaiman;5;5;0
Sulami;9;9;0
Sulamit;24;27;1
Sulamith;7;9;0
Suleima;49;51;1
Suleiman;32;31;1
Sulevi;62;70;1
Sulina;9;9;0
Sulo;7;5;0
Sulotar;11;11;1
Sultan;24;24;1
Sultana;14;12;1
Sumaia;7;7;0
Sumaiya;12;11;1
Sumaja;8;8;0
Sumalee;6;5;0
Sumaya;116;105;2
Sumayo;20;19;1
Sumeja;15;14;1
Sumeya;23;23;1
Sumitra;7;5;0
Summer;24;22;1
Sumu;28;12;1
Sun;10;10;1
Suna;44;44;1
Sundari;6;6;0
Sunday;8;7;0
Sundus;62;57;1
Sunelma;5;5;0
Sunisa;7;6;0
Sunita;24;22;1
Sunna;82;83;1
Sunná;10;7;1
Sunneva;25;24;1
Sunniva;27;25;1
Sunny;11;10;1
Suoma;768;862;2
Suometar;134;134;2
Suominen;6;0;0
Suong;12;11;1
Supaporn;12;11;1
Supattra;7;5;0
Supriya;6;5;0
Sura;10;9;1
Suraya;16;15;1
Suri;6;5;0
Susa;344;341;2
Susa-Maria;7;7;0
Susan;1784;1774;3
Susana;68;63;1
Susann;559;557;2
Susanna;56811;56860;4
Susannah;29;29;1
Susanna-Maria;10;9;1
Susannantytär;5;5;0
Susanne;5830;5817;3
Susanni;7;7;0
Susette;28;27;1
Sushila;5;5;0
Sushmita;5;0;0
Susi;23;20;1
Susie;17;16;1
Suska;10;10;1
Susse;7;6;0
Susu;13;11;1
Susy;7;7;0
Suvetar;5;5;0
Suvi;13981;13960;4
Suvianna;34;34;1
Suvi-Anna;27;27;1
Suvi-Anne;9;9;0
Suvi-Annika;8;8;0
Suvi-Elina;29;29;1
Suvi-Emilia;5;5;0
Suvi-Hannele;8;8;0
Suvi-Helena;6;6;0
Suvi-Ilona;6;6;0
Suvi-Johanna;15;15;1
Suvi-Juulia;9;10;0
Suvi-Kaarina;8;8;0
Suvi-Kaisa;5;5;0
Suvikki;18;18;1
Suvi-Kristiina;5;5;0
Suvikukka;11;11;1
Suvi-Kukka;18;18;1
Suvi-Leena;5;6;0
Suvi-Liisa;8;8;0
Suvi-Maaret;5;5;0
Suvi-Maaria;83;83;1
Suvi-Maarit;35;35;1
Suvi-Mari;5;5;0
Suvimaria;7;7;0
Suvi-Maria;128;128;2
Suvimarja;15;13;1
Suvi-Marja;57;58;1
Suvi-Marjaana;5;5;0
Suvi-Marjut;5;5;0
Suvi-Pauliina;13;13;1
Suvi-Pilvi;11;11;1
Suvi-Päivi;58;61;1
Suvi-Päivikki;186;187;2
Suvi-Riikka;5;5;0
Suvi-Sanna;6;6;0
Suvi-Sinikka;6;6;0
Suvi-Sirkku;8;8;0
Suvi-Sisko;24;25;1
Suvi-Sofia;8;8;0
Suvi-Susanna;5;5;0
Suvituuli;212;210;2
Suvi-Tuuli;325;327;2
Suvituulia;36;36;1
Suvi-Tuulia;288;290;2
Suvi-Tuulikki;38;38;1
Suweyda;11;11;1
Suzan;86;84;1
Suzana;32;31;1
Suzanna;34;34;1
Suzanne;146;140;2
Suzette;11;11;1
Suzi;5;0;0
Suzy;6;6;0
Svala;5;5;0
Svanhild;35;35;1
Svea;505;523;2
Svenja;11;11;1
Sveta;6;6;0
Svetlana;1209;1162;3
Sveva;7;7;0
Sviatlana;6;5;0
Svitlana;51;40;1
Sydney;21;19;1
Syeda;23;21;1
Syksy;25;18;1
Sylva;114;118;2
Sylvester;5;0;0
Sylvi;3343;3515;3
Sylvia;5606;5527;3
Sylviane;5;0;0
Sylvianna;5;5;0
Sylvie;36;34;1
Sylviina;0;5;0
Sylwia;16;12;1
Synneve;9;9;0
Synnevi;14;14;1
Synnove;16;18;1
Synnöve;710;740;2
Synnøve;6;5;0
Syrena;10;9;1
Syrilla;23;23;1
Szilvia;10;10;1
Säde;1775;1763;3
Säde-Tuulia;5;5;0
Sähär;5;0;0
Säihke;0;5;0
Säkene;6;6;0
Sätene;27;28;1
Sävel;14;12;1
Sävele;13;13;1
Sävy;45;45;1
Sörensdotter;6;6;0
Taana;5;0;0
Taava;63;64;1
Tabarak;6;6;0
Tabarek;6;0;0
Tabassum;11;11;1
Tabatha;5;5;0
Tabea;10;10;1
Tabita;29;29;1
Tabitha;13;10;1
Taha;15;11;1
Tahani;5;0;0
Taher;9;9;0
Tahera;8;7;0
Tahereh;8;6;0
Tahir;7;6;0
Tahira;13;11;1
Tahiti;30;30;1
Tahmina;7;6;0
Tahseen;6;0;0
Taia;19;19;1
Taica;8;8;0
Taiga;173;148;2
Taija;1978;1981;3
Taija-Leena;10;10;1
Taija-Liisa;6;6;0
Taija-Maria;10;10;1
Taija-Tuulia;9;9;0
Taiju;28;27;1
Taika;1787;1676;3
Taikakukka;9;7;0
Taika-Kukka;6;6;0
Taikatuuli;30;28;1
Taika-Tuuli;19;19;1
Taikatuulia;6;6;0
Taika-Tuulia;25;25;1
Taila;20;18;1
Taimi;3790;4014;3
Taina;9582;9770;3
Taina-Leena;8;8;0
Taina-Liisa;9;9;0
Taina-Maarit;6;6;0
Taina-Maija;9;9;0
Taina-Mari;9;9;0
Taina-Maria;9;9;0
Taina-Marja;5;5;0
Taina-Riitta;5;5;0
Taini;25;25;1
Taira;45;47;1
Tais;5;5;0
Taisa;27;27;1
Taisia;78;71;1
Taisiia;6;6;0
Taisija;5;5;0
Taisiya;5;5;0
Taissia;7;6;0
Taja;5;6;0
Tal;8;8;0
Tala;12;7;1
Talal;6;0;0
Talia;26;20;1
Talib;13;0;1
Tallulah;5;5;0
Talvi;78;65;1
Talvia;5;5;0
Talvikki;4381;4425;3
Tam;44;42;1
Tamana;9;8;0
Tamanna;8;8;0
Tamar;7;7;0
Tamara;674;673;2
Tami;6;5;0
Tamia;5;5;0
Tamika;8;7;0
Tamila;8;8;0
Tammi;7;6;0
Tammy;6;6;0
Tani;10;8;1
Tania;181;175;2
Tanika;6;6;0
Tanisha;9;9;0
Tanita;60;60;1
Tanja;11510;11543;4
Tanjaana;11;12;1
Tanja-Johanna;0;5;0
Tanja-Leena;9;9;0
Tanja-Liisa;5;5;0
Tanja-Lotta;6;6;0
Tanja-Maaret;5;5;0
Tanja-Maaria;6;6;0
Tanja-Maarit;13;13;1
Tanja-Maria;22;23;1
Tanja-Marika;8;8;0
Tanjantytär;5;5;0
Tanja-Riitta;7;7;0
Tanja-Tuulia;8;8;0
Tanveer;5;5;0
Tanvi;5;5;0
Tanya;196;193;2
Tao;15;13;1
Tapani;5;0;0
Tapanintytär;13;13;1
Tapio;13;13;1
Tapiontytär;37;36;1
Tara;658;640;2
Tarek;8;7;0
Tareq;12;7;1
Tari;26;26;1
Taria;16;16;1
Tarina;79;75;1
Tariq;5;5;0
Tarita;85;86;1
Tarja;25736;26056;4
Tarjaana;20;20;1
Tarja-Anneli;11;11;1
Tarja-Helena;17;17;1
Tarja-Kaarina;7;7;0
Tarja-Leena;162;168;2
Tarja-Liisa;144;149;2
Tarja-Maarit;10;10;1
Tarja-Maija;9;10;0
Tarjantytär;5;5;0
Tarja-Riitta;58;61;1
Tarja-Sisko;11;11;1
Tarja-Terttu;10;11;1
Tarja-Tuulia;9;9;0
Tarja-Tuulikki;56;58;1
Tarleena;212;212;2
Tarmontytär;5;5;0
Taru;6667;6678;3
Taru-Anna;5;5;0
Taru-Leena;10;10;1
Taruliina;5;5;0
Taru-Liisa;6;6;0
Taru-Maaria;7;7;0
Taru-Maarit;6;6;0
Taru-Maija;15;15;1
Taru-Maria;14;15;1
Taru-Marja;5;6;0
Taru-Tiina;5;5;0
Taru-Tuuli;13;13;1
Taru-Tuulia;31;31;1
Taru-Tuulikki;7;8;0
Tasha;9;9;0
Taslima;7;7;0
Tasmin;5;5;0
Tasneem;14;13;1
Tasniim;14;12;1
Tasnim;48;39;1
Tatiana;1053;978;3
Tatja;97;98;1
Tatjaana;183;182;2
Tatjana;796;789;2
Tatsiana;7;7;0
Tatyana;35;32;1
Tau;6;6;0
Taunontytär;5;6;0
Tawfeeq;6;0;0
Tawfik;11;11;1
Tayeba;5;5;0
Taylor;17;16;1
Tea;2602;2607;3
Téa;6;6;0
Tea-Leena;5;5;0
Tea-Maria;15;14;1
Tea-Tuulia;9;9;0
Teea;467;462;2
Teea-Tuulia;5;5;0
Teela;18;18;1
Teele;13;10;1
Teemu;6;0;0
Teemuntytär;30;28;1
Teena;5;5;0
Tegan;5;5;0
Tehila;11;8;1
Tehilla;61;61;1
Teia;7;7;0
Teija;7248;7289;3
Teija-Leena;19;19;1
Teija-Liisa;35;35;1
Teija-Mari;5;5;0
Teija-Maria;9;9;0
Teija-Riitta;18;18;1
Teija-Tiina;5;5;0
Teija-Tuulia;6;6;0
Teijontytär;9;9;0
Teiju;26;26;1
Teila;10;10;1
Tekla;257;254;2
Tella;49;49;1
Telle;41;40;1
Tellervo;29525;30836;4
Tellu;19;19;1
Telma;287;264;2
Temitayo;5;0;0
Temitope;7;5;0
Tenhikki;7;8;0
Tenna;6;6;0
Teo;9;0;0
Teodora;56;52;1
Teolinda;5;5;0
Teona;7;5;0
Tepa;8;7;0
Tepontytär;15;15;1
Terece;5;5;0
Terecia;8;8;0
Terella;11;11;1
Terena;5;5;0
Teres;15;15;1
Terés;7;7;0
Teresa;2649;2628;3
Terésa;16;16;1
Terese;618;620;2
Teresé;7;7;0
Terése;48;49;1
Teresia;962;967;2
Terésia;11;11;1
Teresita;16;15;1
Teressa;29;29;1
Tereza;22;20;1
Terézia;7;6;0
Terhen;11;11;1
Terhi;7906;7935;3
Terhikki;1259;1303;3
Terhi-Leena;7;7;0
Terhi-Liisa;12;13;1
Terhi-Maaria;7;7;0
Terhi-Maija;6;6;0
Terhi-Maria;10;10;1
Terhi-Marja;13;13;1
Terhintytär;5;5;0
Terhi-Tuulia;17;17;1
Terhi-Tuulikki;11;11;1
Terho;5;0;0
Teri;20;20;1
Terja;92;92;1
Terje;15;15;1
Terontytär;32;32;1
Terri;12;12;1
Terry;7;6;0
Tertit;13;13;1
Tertta;12;12;1
Terttu;16913;18076;4
Terttu-Kaarina;11;11;1
Terttu-Leena;8;8;0
Terttuli;18;18;1
Terttu-Liisa;69;76;1
Terttu-Maija;7;7;0
Terttu-Marja;6;7;0
Tesla;14;14;1
Tesma;6;6;0
Tess;23;22;1
Tessa;1031;1001;3
Tessaliina;33;33;1
Tessalina;6;6;0
Tessi;17;18;1
Tetiana;36;24;1
Tetta;21;21;1
Tette;7;7;0
Tetti;30;30;1
Tetyana;18;17;1
Teuta;21;20;1
Teuvontytär;5;6;0
Tha;9;9;0
Thai;9;8;0
Thalia;26;21;1
Tham;8;8;0
Thamer;6;0;0
Thanaporn;6;0;0
Thanh;221;211;2
Thao;111;101;2
Thea;351;339;2
Théa;10;8;1
Theia;5;0;0
Thekla;5;6;0
Thelma;198;185;2
Theo;10;0;1
Theodora;70;67;1
Therece;5;5;0
Therecia;7;7;0
Theres;26;26;1
Therés;6;6;0
Theresa;401;395;2
Therésa;5;5;0
Therese;649;640;2
Theresé;12;12;1
Therése;146;145;2
Therèse;12;12;1
Thérese;7;7;0
Thérése;12;12;1
Thérèse;26;27;1
Theresia;293;291;2
Therésia;5;5;0
Theressa;8;8;0
Thi;1433;1335;3
Thia;5;5;0
Thida;10;10;1
Thidarat;9;7;0
Thien;31;29;1
Thilda;24;23;1
Thilde;34;29;1
Thilia;5;5;0
Thina;6;5;0
Thindra;6;6;0
Tho;12;11;1
Thoa;8;8;0
Thoai;5;0;0
Thom;5;5;0
Thomas;5;5;0
Thomasdotter;24;22;1
Thora;15;14;1
Thorborg;5;5;0
Thordis;8;9;0
Thu;221;202;2
Thua;18;18;1
Thuan;8;7;0
Thuc;8;5;0
Thuong;17;15;1
Thuy;254;232;2
Thúy;8;7;0
Thùy;5;0;0
Thy;21;14;1
Thyra;74;68;1
Tia;1404;1403;3
Tia-Emilia;5;5;0
Tia-Maaria;5;5;0
Tia-Mari;15;15;1
Tiamaria;8;8;0
Tia-Maria;215;217;2
Tia-Marie;5;5;0
Tian;10;6;1
Tiana;103;90;2
Tianna;105;100;2
Tiara;38;34;1
Tia-Riikka;5;5;0
Tia-Tuulia;8;9;0
Tida;15;15;1
Tien;27;25;1
Tiera;11;10;1
Tieu;8;7;0
Tiffany;74;70;1
Tigist;5;5;0
Tii;83;83;1
Tiia;8976;8984;3
Tiia-Elina;7;7;0
Tiia-Emilia;10;10;1
Tiia-Johanna;5;5;0
Tiia-Kaisa;7;7;0
Tiia-Karoliina;5;5;0
Tiia-Leena;12;12;1
Tiia-Liina;8;8;0
Tiia-Liisa;21;21;1
Tiia-Lotta;9;9;0
Tiia-Maaria;15;15;1
Tiia-Maarit;14;14;1
Tiia-Maija;8;8;0
Tiiamari;33;33;1
Tiia-Mari;148;148;2
Tiiamaria;11;11;1
Tiia-Maria;377;379;2
Tiia-Marie;5;0;0
Tiia-Mariia;14;14;1
Tiia-Marika;11;12;1
Tiia-Noora;9;9;0
Tiia-Pauliina;7;7;0
Tiia-Riikka;41;42;1
Tiiariina;9;9;0
Tiia-Riina;40;40;1
Tiia-Riitta;12;12;1
Tiia-Sisko;6;6;0
Tiia-Sofia;12;12;1
Tiia-Tuulia;38;38;1
Tiida;29;26;1
Tiija;33;32;1
Tiiju;6;6;0
Tiila;76;72;1
Tiina;27434;27529;4
Tiina-Anneli;5;5;0
Tiina-Annukka;6;6;0
Tiina-Elina;13;13;1
Tiina-Hannele;6;6;0
Tiina-Johanna;7;7;0
Tiina-Kaarina;8;8;0
Tiinakaisa;10;10;1
Tiina-Kaisa;73;74;1
Tiinaleena;5;5;0
Tiina-Leena;31;31;1
Tiinaliisa;17;17;1
Tiina-Liisa;170;171;2
Tiina-Maaria;6;7;0
Tiina-Maarit;18;18;1
Tiinamaija;12;13;1
Tiina-Maija;143;142;2
Tiinamari;29;29;1
Tiina-Mari;120;120;2
Tiinamaria;7;7;0
Tiina-Maria;125;124;2
Tiina-Marja;40;40;1
Tiinantytär;10;10;1
Tiina-Riikka;19;19;1
Tiina-Riitta;85;85;1
Tiina-Sisko;20;20;1
Tiina-Susanna;8;7;0
Tiina-Tuulia;15;15;1
Tiina-Tuulikki;6;6;0
Tiinu;25;24;1
Tiira;11;11;1
Tiisa;9;8;0
Tiita;7;7;0
Tiiti;73;71;1
Tiitta;59;57;1
Tiitu;200;192;2
Tiiu;291;287;2
Tiiu-Maria;5;5;0
Tiivi;10;11;1
Tijana;7;7;0
Tikkanen;7;7;0
Tikli;8;7;0
Tiku;6;5;0
Tikva;13;14;1
Tilahun;5;0;0
Tilda;1990;1841;3
Tilda-Maria;7;7;0
Tilde;276;264;2
Tilhi;26;23;1
Tilia;10;10;1
Tilja;20;19;1
Tilla;42;42;1
Tilli;17;13;1
Tilly;20;20;1
Tilma;148;142;2
Tilta;45;42;1
Tiltu;28;29;1
Timea;18;18;1
Tímea;9;8;0
Timja;10;10;1
Timjami;6;5;0
Timna;16;17;1
Timontytär;133;132;2
Timotei;6;7;0
Tin;8;6;0
Tina;1187;1186;3
Tina-Maria;15;15;1
Tina-Marie;6;6;0
Tinca;5;5;0
Tindra;223;219;2
Tine;7;6;0
Tinet;6;6;0
Ting;16;12;1
Tini;9;7;0
Tinja;1099;1083;3
Tinja-Maria;8;6;0
Tinka;249;243;2
Tinna;52;51;1
Tinni;14;9;1
Tino;5;0;0
Tintin;10;10;1
Tintti;46;44;1
Tintu;5;5;0
Tinuviel;5;5;0
Tipi;7;7;0
Tipsu;7;7;0
Tira;18;18;1
Tirliina;7;7;0
Tirlittan;16;16;1
Tirsa;5;5;0
Tita;99;100;1
Titania;23;21;1
Titi;41;39;1
Titilayo;7;5;0
Titta;1605;1604;3
Titta-Liina;5;5;0
Titta-Liisa;6;6;0
Titta-Maaria;7;7;0
Tittamari;11;11;1
Titta-Mari;13;13;1
Titta-Maria;25;25;1
Titta-Riina;14;14;1
Titta-Tuulia;6;6;0
Titti;59;59;1
Titvi;8;8;0
Tiu;8;7;0
Tiuhti;14;11;1
Tiuku;123;116;2
Tiziana;7;7;0
To;16;14;1
Toa;5;5;0
Tobias;5;0;0
Todorova;7;5;0
Toini;3960;4473;3
Toive;86;85;1
Toivi;19;23;1
Toivikki;77;84;1
Toivo;16;8;1
Toivola;6;0;0
Toivontytär;8;7;0
Toma;11;11;1
Tomas;8;7;0
Tomasdotter;17;17;1
Tomintytär;25;25;1
Tommintytär;28;27;1
Tommysdotter;8;8;0
Tomsdotter;7;7;0
Tone;17;16;1
Tong;10;8;1
Toni;17;17;1
Tonia;11;11;1
Tonintytär;25;23;1
Tonja;56;57;1
Tony;20;21;1
Tonya;10;10;1
Toora;5;5;0
Topias;6;6;0
Topintytär;8;8;0
Tora;72;78;1
Torborg;54;55;1
Tordis;19;17;1
Torhild;26;26;1
Torsdotter;9;8;0
Torun;5;5;0
Tosca;13;13;1
Touko;10;7;1
Touria;5;0;0
Toussainte;20;18;1
Tova;78;71;1
Tove;771;706;2
Towa;5;5;0
Towe;14;14;1
Tra;9;8;0
Tracey;11;11;1
Tracy;21;17;1
Tram;22;18;1
Trâm;5;0;0
Tran;41;33;1
Trang;100;89;2
Triana;5;0;0
Tricia;12;12;1
Trifa;8;8;0
Triin;28;27;1
Triine;5;5;0
Triinu;26;24;1
Trina;16;13;1
Trine;35;34;1
Tringa;5;5;0
Trinh;28;24;1
Trinity;19;19;1
Trisha;5;0;0
Trista;8;8;0
Truc;46;39;1
Trude;17;17;1
Truong;5;0;0
Tsambika;6;5;0
Tu;39;32;1
Tú;5;0;0
Tua;510;512;2
Tua-Maria;6;6;0
Tuana;40;39;1
Tuba;11;10;1
Tue;14;8;1
Tugba;5;5;0
Tuija;12835;12991;4
Tuija-Helena;7;7;0
Tuija-Kaisa;0;5;0
Tuija-Leena;37;38;1
Tuija-Liisa;51;52;1
Tuija-Maarit;8;8;0
Tuija-Maija;11;11;1
Tuija-Mari;8;8;0
Tuija-Maria;12;11;1
Tuija-Marja;5;5;0
Tuija-Riitta;24;25;1
Tuija-Sisko;8;8;0
Tuija-Tiina;6;6;0
Tuije;0;5;0
Tuike;133;133;2
Tuikku;42;36;1
Tuila;20;22;1
Tuire;1952;1975;3
Tuire-Liisa;5;5;0
Tuiri;8;8;0
Tuisku;199;192;2
Tuisku-Tuulia;6;6;0
Tuiti;5;5;0
Tuittu;12;10;1
Tulan;10;11;1
Tuli;14;14;1
Tulikki;32;29;1
Tulikukka;26;26;1
Tunja;6;6;0
Tunne;0;5;0
Tuomaantytär;41;39;1
Tuomas;9;5;0
Tuomi;65;60;1
Tuomikki;63;63;1
Tuomontytär;32;32;1
Tuong;21;18;1
Tuovi;1331;1426;3
Tuovikki;6;6;0
Tupu;27;26;1
Tupuna;45;45;1
Turid;6;6;0
Tutta;99;99;1
Tuttan;5;5;0
Tutteli;28;28;1
Tuttu;32;33;1
Tutu;6;6;0
Tuua;62;62;1
Tuukantytär;6;5;0
Tuula;33821;34647;4
Tuula-Anneli;48;48;1
Tuula-Kaarina;10;10;1
Tuula-Leena;9;9;0
Tuula-Liisa;5;6;0
Tuula-Maija;102;107;2
Tuula-Mari;10;10;1
Tuula-Maria;23;23;1
Tuula-Marita;6;6;0
Tuula-Marja;81;83;1
Tuula-Marjatta;11;11;1
Tuula-Riitta;57;58;1
Tuula-Sisko;8;8;0
Tuuletar;6;6;0
Tuulevi;415;417;2
Tuuli;6685;6582;3
Tuulia;19944;19815;4
Tuulianna;43;43;1
Tuuli-Anna;11;11;1
Tuuli-Elina;5;5;0
Tuuli-Emilia;5;5;0
Tuuliina;98;97;1
Tuulikki;56979;58303;4
Tuuli-Maaria;35;36;1
Tuulimari;5;5;0
Tuuli-Mari;13;13;1
Tuulimaria;12;12;1
Tuuli-Maria;76;76;1
Tuuli-Marja;5;5;0
Tuuli-Sofia;7;7;0
Tuuna;5;5;0
Tuuni;49;50;1
Tuuti;6;6;0
Tuutikki;61;54;1
Tuuva;18;15;1
Tuuve;43;35;1
Tuva;72;62;1
Tuyen;20;18;1
Tuyet;96;94;1
Tülay;6;0;0
Tülin;0;5;0
Tünde;6;5;0
Typy;6;6;0
Tyra;153;138;2
Türkan;12;12;1
Tyrni;6;5;0
Tyrsky;5;5;0
Tyti;13;13;1
Tytteli;17;17;1
Tytti;3132;3156;3
Tyttiina;5;5;0
Tytti-Leena;6;6;0
Tytti-Lotta;7;7;0
Tytti-Maaria;7;7;0
Tytti-Maria;18;19;1
Tytti-Sisko;5;5;0
Tyttö;10;11;1
Tyty;7;7;0
Tyyne;2610;2763;3
Tyyne-Maria;5;5;0
Tyyni;190;180;2
Tyyra;21;26;1
Tähdikki;5;5;0
Tähkä;32;31;1
Tähti;102;90;2
Ubah;41;37;1
Ubax;5;5;0
Uchechi;5;0;0
Ugbaad;5;5;0
Ugbad;5;5;0
Ugonna;5;5;0
Uina;5;5;0
Ulfsdotter;31;31;1
Uliana;44;36;1
Uljana;31;28;1
Ulla;19097;19667;4
Ulla-Anneli;7;7;0
Ulla-Brita;44;45;1
Ulla-Britt;191;193;2
Ulla-Britta;30;31;1
Ulla-Christina;10;10;1
Ulla-Elina;6;7;0
Ulla-Hannele;5;5;0
Ulla-Helena;16;18;1
Ulla-Inkeri;6;6;0
Ulla-Kaarina;33;34;1
Ulla-Kaija;21;21;1
Ullakaisa;6;6;0
Ulla-Kaisa;38;40;1
Ulla-Karin;5;5;0
Ulla-Katri;5;5;0
Ulla-Kristiina;20;20;1
Ulla-Kristina;15;15;1
Ulla-Leena;42;43;1
Ulla-Lena;6;6;0
Ulla-Liisa;33;33;1
Ulla-Maaria;14;14;1
Ulla-Maarit;35;37;1
Ullamaija;62;61;1
Ulla-Maija;2230;2288;3
Ulla-Maj;126;129;2
Ulla-Maja;6;6;0
Ullamari;35;35;1
Ulla-Mari;108;109;2
Ullamaria;9;9;0
Ulla-Maria;136;139;2
Ulla-Marita;8;8;0
Ullamarja;5;5;0
Ulla-Marja;97;100;1
Ulla-Marjatta;8;9;0
Ulla-Marjut;6;6;0
Ulla-May;15;15;1
Ulla-Pia;15;15;1
Ulla-Reetta;5;5;0
Ullariikka;18;18;1
Ulla-Riikka;59;59;1
Ulla-Riitta;224;228;2
Ulla-Sisko;15;15;1
Ullastiina;10;10;1
Ulla-Stiina;9;9;0
Ulla-Stina;56;59;1
Ulla-Terttu;8;9;0
Ull-Britt;23;24;1
Ulli;12;12;1
Ullica;9;9;0
Ullrika;14;14;1
Ulpu;516;508;2
Ulpukka;94;84;1
Ulrica;257;253;2
Ulriika;362;362;2
Ulriikka;507;505;2
Ulrika;2340;2323;3
Ulrike;27;26;1
Ulvi;5;5;0
Ulyana;6;5;0
Uma;83;77;1
